Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
17,Female,African American,High School,6.275642866,6,Yes,Moderate,No,No,Yes,No,2.616291695
16,Female,Caucasian,Some College,2.836887952,27,No,Low,No,No,No,No,0.339715385
16,Female,Caucasian,High School,4.276024213,18,Yes,Low,Yes,No,No,Yes,1.69772878
17,Male,Asian,High School,2.110272928,3,No,High,No,No,No,No,2.356856807
17,Female,Caucasian,Some College,13.6613915,24,No,Low,No,No,No,No,0.84562484
16,Female,Other,Some College,13.21454786,15,Yes,Moderate,Yes,No,Yes,No,2.246545273
17,Male,African American,Some College,19.01212743,12,No,Low,Yes,Yes,No,No,2.478699183
15,Male,Caucasian,High School,14.59356827,19,No,Low,Yes,No,Yes,Yes,1.374288283
15,Female,Caucasian,Some College,1.040916775,18,Yes,Low,No,Yes,No,No,1.355381045
16,Male,Caucasian,Some College,17.68490348,4,No,High,Yes,No,No,No,3.06049075
18,Female,Caucasian,Higher,17.25350326,22,Yes,High,Yes,No,No,No,1.556957122
16,Male,Caucasian,High School,8.866406415,4,Yes,Moderate,Yes,No,No,No,3.219531248
16,Male,Caucasian,High School,11.71726101,19,No,Low,No,Yes,No,No,1.150153548
18,Female,Caucasian,High School,19.52156665,23,No,Moderate,No,No,Yes,Yes,1.321429302
18,Male,Asian,Some College,10.64608728,3,Yes,Moderate,Yes,Yes,No,No,3.491326588
18,Male,African American,High School,18.10643657,1,No,Moderate,No,No,Yes,Yes,3.869586724
15,Male,Asian,Bachelor's,1.660775156,25,Yes,None,No,No,No,Yes,0.170463613
17,Male,Caucasian,High School,3.821037374,12,Yes,Very High,No,No,No,No,2.19738729
15,Male,Caucasian,Bachelor's,8.815098869,29,No,Moderate,No,No,No,No,0.021155583
17,Male,African American,High School,11.69513617,15,No,Very High,No,No,Yes,No,2.386799507
15,Female,Caucasian,Some College,16.32455704,21,Yes,None,No,Yes,No,No,1.361031288
17,Female,Caucasian,Bachelor's,19.7652423,1,No,Low,Yes,Yes,No,No,3.51068089
15,Male,Asian,High School,7.777029929,18,No,Low,No,Yes,No,No,1.43737075
18,Female,Asian,Higher,0.948312723,16,Yes,High,No,Yes,Yes,No,1.804417459
16,Female,African American,Some College,16.02343007,4,Yes,Moderate,Yes,Yes,No,No,3.262269864
15,Female,Caucasian,Bachelor's,12.08761438,24,No,High,No,Yes,No,No,1.169658238
17,Male,Asian,Some College,3.970857177,17,No,High,No,No,No,No,1.401550934
18,Female,African American,High School,9.896569132,27,No,High,No,No,Yes,No,0.549601825
15,Male,Asian,High School,14.84620491,22,Yes,High,No,No,No,No,1.516508268
15,Female,Asian,High School,15.40823574,20,Yes,High,No,No,No,No,2.032219512
18,Male,Asian,None,9.99236824,17,Yes,High,Yes,Yes,No,No,2.289299775
15,Male,African American,High School,6.104290603,7,No,Moderate,Yes,No,No,No,2.086687741
16,Female,Caucasian,High School,19.47485164,26,Yes,High,Yes,No,No,Yes,1.66766699
15,Female,African American,Some College,13.26725222,14,Yes,High,No,No,No,No,2.595889051
16,Male,African American,Some College,8.164750387,12,No,Moderate,No,No,No,No,1.950769177
16,Female,Asian,High School,5.609264484,12,No,Very High,No,No,No,No,2.102541899
18,Female,Caucasian,High School,14.62205966,15,Yes,None,No,No,No,No,1.3791672
15,Female,Caucasian,Some College,4.843668912,21,No,Moderate,No,No,No,No,0.67219968
18,Male,Asian,High School,3.434199779,19,No,Low,Yes,No,Yes,No,1.141638567
15,Male,Asian,None,10.59667778,12,No,Low,No,No,No,Yes,1.621012115
15,Female,Other,High School,5.799747853,19,No,High,No,No,No,Yes,1.122110973
17,Female,Asian,Bachelor's,12.5781029,1,No,Very High,No,No,No,No,3.402044108
15,Female,African American,Bachelor's,2.358773497,2,No,High,No,No,No,No,2.683854739
18,Male,African American,High School,13.09882209,14,Yes,Very High,Yes,No,Yes,No,2.996856279
16,Male,Asian,Some College,5.66593056,22,Yes,Low,Yes,Yes,No,No,1.284865711
15,Female,African American,Some College,0.004858689,18,Yes,Low,No,No,No,No,1.201053303
17,Female,African American,Some College,2.538721153,12,No,Moderate,No,Yes,No,No,1.978021718
18,Female,Caucasian,Some College,18.67230756,4,Yes,High,Yes,Yes,No,Yes,3.83669864
15,Female,Caucasian,Some College,17.34709278,25,Yes,None,Yes,Yes,No,No,1.179903407
18,Female,Asian,High School,4.672180641,21,No,Very High,Yes,No,No,No,1.54005946
17,Female,Caucasian,None,15.56743809,5,No,High,No,No,No,Yes,3.158858262
17,Male,Caucasian,Some College,12.17143186,13,No,Very High,No,No,No,Yes,1.752496836
18,Female,Caucasian,Bachelor's,19.41809423,3,Yes,Moderate,No,No,No,No,3.045113482
15,Male,Caucasian,Some College,7.472113191,21,No,Moderate,No,Yes,Yes,No,1.165603946
16,Female,Caucasian,Bachelor's,13.62921225,18,Yes,High,Yes,No,No,No,1.785760791
17,Female,Caucasian,Higher,1.270714448,22,No,High,No,Yes,No,No,0.841108717
15,Male,Other,High School,7.924946936,6,No,Low,No,Yes,No,No,2.397182558
15,Male,African American,Some College,19.27635322,3,Yes,Very High,No,No,No,No,3.576909015
16,Male,Caucasian,Some College,10.77961749,1,No,High,Yes,No,Yes,No,3.225158275
17,Male,Caucasian,Higher,5.757590067,26,No,None,No,No,No,No,0
17,Female,African American,Higher,2.405419263,6,Yes,Low,No,No,Yes,No,2.806697764
15,Male,Caucasian,Some College,14.0705668,2,Yes,Moderate,Yes,No,No,No,3.42183767
15,Female,Asian,High School,12.89712087,14,No,Moderate,No,Yes,No,Yes,2.105309279
16,Male,African American,Some College,7.478774272,0,No,High,No,No,No,No,3.160902091
16,Female,Asian,High School,19.01882704,1,No,None,No,No,No,No,2.99354156
17,Female,Caucasian,Some College,0.44405626,9,Yes,High,Yes,No,No,No,2.490220426
18,Female,African American,Bachelor's,6.074477033,15,No,High,Yes,No,Yes,No,2.13083278
17,Female,Caucasian,High School,18.42138973,24,No,Low,Yes,No,No,Yes,0.838464873
15,Female,Other,Some College,6.418708766,27,No,Moderate,Yes,No,Yes,No,0.676771033
17,Female,African American,Some College,5.045056677,14,Yes,Low,Yes,No,No,No,1.735956512
18,Male,Caucasian,Some College,10.6844082,23,Yes,Low,Yes,No,No,No,1.254572618
16,Female,Caucasian,High School,16.476035,14,Yes,Moderate,No,No,No,No,1.922688235
18,Male,Caucasian,Some College,2.062935218,13,No,Very High,Yes,No,No,No,2.19199842
18,Male,African American,Bachelor's,18.86041419,21,Yes,Low,No,Yes,Yes,No,1.757523486
18,Female,Caucasian,Bachelor's,15.90145762,13,No,Moderate,Yes,No,No,No,1.92410232
16,Male,African American,High School,3.625005111,5,No,Low,Yes,No,No,No,2.80797413
18,Female,Caucasian,Bachelor's,14.24015922,13,Yes,Low,No,No,No,No,2.138772677
18,Male,African American,Some College,7.699174453,16,No,Moderate,No,No,Yes,No,1.363841047
18,Female,Asian,High School,8.045893562,17,No,High,No,Yes,No,No,1.722726052
15,Male,Asian,None,15.66580185,19,Yes,None,No,Yes,No,No,1.192108472
18,Female,Asian,High School,19.25569616,18,No,Very High,No,No,No,No,1.53478239
16,Female,Caucasian,Bachelor's,2.533117457,29,No,None,No,Yes,No,No,0.115243211
18,Female,Caucasian,Some College,8.412604738,16,No,High,No,Yes,No,No,1.562359564
18,Female,African American,Some College,9.618832162,15,No,High,Yes,No,No,No,2.096032625
16,Male,Caucasian,High School,7.526236339,7,Yes,Moderate,No,Yes,No,No,3.009238323
18,Female,Caucasian,Some College,7.263782474,6,No,Low,No,No,No,No,2.071108065
16,Male,Caucasian,None,1.045373351,19,Yes,Moderate,No,No,Yes,No,1.747356452
18,Male,Caucasian,High School,13.71077241,27,No,High,Yes,Yes,No,No,1.079867369
16,Male,Caucasian,Some College,8.724288342,11,No,High,No,No,Yes,No,2.271400211
18,Female,Asian,High School,3.895876053,8,No,Moderate,No,Yes,No,No,2.117233031
18,Male,Caucasian,Bachelor's,16.32067005,26,Yes,Moderate,No,No,No,No,0.743592358
15,Male,African American,High School,16.05121496,13,No,High,No,Yes,No,No,1.892745845
15,Male,Caucasian,Some College,9.727832562,19,Yes,Very High,No,No,No,No,1.586464189
18,Female,African American,Some College,5.969013223,0,No,High,No,No,Yes,No,3.512322895
18,Female,Caucasian,Some College,12.76185452,9,Yes,High,No,No,Yes,No,2.629211521
17,Male,Asian,High School,5.763042716,16,Yes,Moderate,Yes,Yes,No,No,1.8366428
16,Female,Asian,None,4.720158606,16,Yes,High,Yes,No,Yes,No,1.83435914
17,Female,Caucasian,Bachelor's,14.61029308,16,Yes,High,No,No,No,Yes,1.766055977
15,Male,Other,High School,0.806504794,3,No,High,Yes,No,Yes,Yes,3.201710217
15,Male,Other,Bachelor's,1.895369421,16,Yes,Moderate,No,No,No,No,1.263890772
15,Female,Asian,Higher,0.13576348,17,No,Moderate,No,Yes,Yes,Yes,1.427724376
15,Male,Asian,High School,3.05886373,19,No,Moderate,No,No,Yes,Yes,1.070707952
18,Female,Caucasian,High School,1.379800174,22,No,Moderate,No,No,No,Yes,0.832717506
15,Female,African American,Some College,19.91604736,1,No,Moderate,No,No,No,No,3.130222795
18,Female,Caucasian,Higher,5.776199399,7,No,High,Yes,No,No,No,2.537098951
18,Female,Caucasian,Bachelor's,2.985360253,12,No,Moderate,Yes,No,No,No,1.671076182
15,Female,Other,Some College,4.81992516,22,No,Low,No,Yes,Yes,No,0.81655066
15,Female,Caucasian,Some College,18.72251143,24,No,High,No,Yes,No,No,1.131402736
16,Male,Asian,High School,10.40320446,29,No,High,No,No,No,No,0.333154228
17,Male,Asian,Higher,7.296361926,21,Yes,Moderate,No,No,No,No,1.48906302
15,Female,Asian,Higher,17.46782916,19,Yes,Low,No,Yes,No,No,1.683330032
16,Female,Other,High School,7.899805411,21,Yes,Very High,Yes,No,No,No,1.921942134
16,Female,Caucasian,High School,6.700171399,14,No,High,No,No,No,No,1.940006922
17,Male,Caucasian,High School,4.145650451,19,No,Low,Yes,No,No,No,1.065848673
18,Female,Caucasian,High School,7.555936478,22,Yes,None,No,No,No,No,0.968986131
15,Male,Caucasian,Bachelor's,6.33368712,8,Yes,Moderate,Yes,No,No,No,2.68614499
17,Female,Caucasian,High School,13.54607919,2,Yes,High,Yes,Yes,No,No,3.520612392
15,Female,Caucasian,None,5.791654093,2,No,Low,Yes,No,No,No,2.815973296
16,Male,Asian,High School,11.54399493,1,No,Moderate,Yes,Yes,No,No,3.487510668
16,Male,African American,Higher,1.317843301,0,Yes,Moderate,No,No,Yes,No,3.592128978
18,Female,Caucasian,Some College,3.825783134,13,No,High,No,No,No,No,1.578441665
16,Female,African American,Some College,8.148105432,16,No,Moderate,Yes,No,Yes,No,1.886008174
16,Female,Caucasian,High School,18.73898508,12,Yes,Moderate,No,Yes,No,No,2.366010872
17,Male,Caucasian,Higher,7.545039714,18,Yes,Very High,Yes,No,Yes,No,2.434934379
15,Male,Asian,Bachelor's,13.28148242,29,No,Low,No,No,No,No,0.393186471
15,Male,African American,High School,5.101744448,22,No,Low,No,Yes,Yes,No,0.713267665
17,Male,Asian,None,2.540671519,14,Yes,High,No,Yes,Yes,No,2.57444997
18,Male,Caucasian,None,1.170732002,26,No,Low,Yes,Yes,No,No,0.700539867
15,Male,Asian,High School,6.108269971,24,Yes,High,Yes,No,Yes,No,1.586289237
16,Female,African American,Some College,3.153220536,13,Yes,None,No,Yes,No,No,2.058575293
15,Female,African American,Bachelor's,3.48020896,1,Yes,Low,No,No,No,No,3.129640051
16,Male,African American,Some College,15.21518617,6,Yes,Very High,Yes,Yes,No,No,3.539198712
18,Female,Asian,Bachelor's,0.316761419,16,No,Moderate,Yes,Yes,Yes,No,2.059966656
17,Female,African American,Some College,11.15620251,17,No,High,No,Yes,Yes,Yes,1.756035495
15,Male,African American,Some College,7.589227612,5,No,Low,Yes,Yes,No,No,2.622601052
17,Female,Other,Some College,10.131,26,No,Low,No,No,No,No,0.262861167
15,Male,Asian,High School,11.25660474,20,No,High,No,Yes,Yes,No,1.704415089
16,Male,Caucasian,High School,6.267353889,7,No,Moderate,No,No,No,No,2.104449931
17,Female,Asian,Some College,5.902177204,27,Yes,Moderate,Yes,Yes,Yes,No,0.83751232
15,Male,Caucasian,None,14.66803699,26,No,None,Yes,Yes,No,No,0.556828033
16,Male,Caucasian,High School,17.42553976,1,No,Moderate,Yes,No,No,No,3.350130974
17,Male,African American,Some College,3.851632649,0,No,High,Yes,No,No,No,3.279646224
17,Male,Other,Higher,1.952375211,15,No,High,No,Yes,No,No,1.556328957
15,Male,Other,Some College,17.95591613,6,No,High,Yes,No,No,Yes,2.846378753
15,Male,Caucasian,Bachelor's,6.997909273,21,No,High,No,No,No,No,1.137899801
15,Male,African American,Some College,11.02634781,23,No,Moderate,Yes,No,No,No,1.391787779
16,Male,Caucasian,Some College,7.19086289,10,Yes,Moderate,No,No,No,No,2.182795221
15,Female,Other,Some College,2.516046727,14,Yes,High,Yes,No,No,No,2.253871179
17,Female,Other,Bachelor's,11.7866329,12,Yes,Low,Yes,No,No,No,2.254020037
17,Female,African American,Some College,10.50281704,29,No,Low,Yes,No,No,No,0.392549011
15,Male,Asian,Some College,4.059871184,23,No,Very High,Yes,Yes,No,No,1.484857697
15,Male,Asian,Some College,9.037380893,1,No,None,No,No,No,No,2.672093364
18,Female,African American,Some College,15.93895008,13,No,Low,Yes,No,No,No,1.831511281
17,Female,Caucasian,High School,11.80852206,23,No,Moderate,No,No,Yes,No,0.758182974
16,Female,Caucasian,None,1.938346541,5,No,High,Yes,No,No,No,2.938175467
18,Male,African American,None,10.96042994,8,Yes,Moderate,Yes,No,Yes,No,3.054924125
15,Female,African American,Bachelor's,14.05476599,27,No,Moderate,No,Yes,No,No,0.9175822
15,Female,Caucasian,High School,15.85406812,6,No,Very High,Yes,No,Yes,No,3.460884653
17,Male,Other,High School,12.58235157,17,No,High,No,No,No,No,1.841907749
15,Female,Caucasian,Some College,3.053163291,23,No,High,Yes,Yes,No,No,1.185985514
16,Male,African American,High School,14.20346533,8,Yes,None,Yes,No,Yes,No,2.422230686
17,Male,African American,Some College,13.54683692,22,No,Low,No,No,No,No,0.912660673
15,Male,African American,High School,0.488537659,3,No,Moderate,No,Yes,No,No,3.073304473
17,Female,African American,Higher,8.234953352,8,No,Low,No,No,No,No,2.167282956
15,Female,Caucasian,Bachelor's,6.659004939,3,No,None,Yes,Yes,No,No,2.553864498
15,Male,Caucasian,Bachelor's,13.38824129,11,No,Low,Yes,No,Yes,No,2.448602519
15,Female,African American,Some College,4.322716246,3,Yes,Moderate,No,No,Yes,No,3.463239305
16,Female,African American,Some College,11.81743846,24,Yes,High,Yes,Yes,No,No,1.442868859
16,Female,Caucasian,High School,18.26411924,29,Yes,High,No,No,No,No,0.913127809
17,Female,Asian,None,15.95604744,23,No,None,No,No,Yes,No,0.923753225
15,Male,Caucasian,None,18.42915472,19,No,Moderate,No,Yes,Yes,No,1.843597083
15,Female,African American,Some College,19.57011934,13,No,Low,No,No,No,No,2.096645441
16,Male,Asian,Some College,0.21340254,23,Yes,Moderate,No,Yes,No,No,0.875367124
15,Male,Caucasian,Some College,12.45482553,23,Yes,Moderate,No,Yes,No,No,1.449000321
16,Female,Caucasian,None,8.256787955,6,Yes,Moderate,No,No,Yes,No,3.081193555
15,Male,Asian,Some College,17.19708981,25,No,High,Yes,No,No,No,1.118752405
17,Female,African American,Some College,5.03629404,12,No,High,No,No,No,No,2.0622007
15,Female,African American,Some College,19.62058978,21,No,High,No,Yes,No,No,1.562911635
15,Male,Asian,Some College,12.27415939,7,No,High,No,No,Yes,No,2.492838108
18,Male,Asian,High School,15.87074804,22,No,High,No,No,Yes,No,1.100172041
16,Male,Other,Bachelor's,1.711991056,4,No,High,No,No,No,No,2.693598516
15,Male,African American,Some College,3.669157695,11,Yes,Moderate,No,No,No,No,1.684842207
15,Female,Caucasian,High School,15.16807346,12,No,Moderate,Yes,No,Yes,No,2.423585367
18,Female,Caucasian,High School,0.439730441,28,No,High,Yes,Yes,No,No,0.405052613
18,Female,Caucasian,Some College,16.33755972,19,No,None,No,No,No,No,0.651340702
16,Male,African American,Bachelor's,0.278980374,13,No,High,No,No,No,No,1.79485975
18,Male,Caucasian,Some College,13.14237678,27,Yes,Very High,No,Yes,No,No,0.963631931
17,Male,Other,High School,7.301878405,17,No,High,No,No,No,No,1.930782797
18,Female,African American,Bachelor's,12.22989705,26,No,None,Yes,Yes,No,No,0.994334751
17,Male,African American,Some College,13.92062814,23,Yes,Moderate,Yes,No,No,No,1.354327034
16,Female,Caucasian,Some College,6.849504384,24,No,High,Yes,No,Yes,No,0.703573144
16,Male,Caucasian,Some College,2.159248962,19,No,Very High,No,Yes,No,No,1.523945155
16,Female,Caucasian,High School,1.392917355,3,Yes,Moderate,Yes,No,No,No,3.358694269
16,Female,Caucasian,Some College,11.77872045,20,Yes,High,No,No,No,No,1.765695173
16,Male,Caucasian,High School,10.41310707,17,No,High,No,No,No,No,1.787402596
17,Male,African American,Higher,14.84402018,6,No,Low,No,Yes,Yes,Yes,3.154023246
17,Female,Asian,Some College,10.1947102,14,No,High,Yes,Yes,No,Yes,2.005144713
16,Female,Asian,Some College,8.448915801,20,Yes,Moderate,Yes,No,No,No,1.72075965
18,Male,African American,Some College,7.961743565,5,No,Moderate,No,Yes,No,Yes,3.127056224
15,Male,Caucasian,Bachelor's,0.528938052,15,Yes,Moderate,No,No,No,No,1.441918756
16,Female,Asian,Bachelor's,6.711144034,19,Yes,High,Yes,No,No,Yes,1.620921239
18,Male,Asian,Some College,19.52040315,23,Yes,High,Yes,Yes,No,No,2.19621735
15,Female,Caucasian,Some College,17.47111152,7,No,Moderate,No,Yes,No,No,3.103075343
16,Female,Asian,Some College,6.587561341,27,No,High,Yes,No,No,No,0.473623396
16,Male,Caucasian,Some College,11.7559081,20,No,High,No,No,No,No,1.043865867
17,Male,Asian,High School,16.94593491,15,Yes,High,Yes,No,No,No,2.385530671
15,Male,Other,Some College,8.825486735,27,No,Moderate,No,Yes,No,No,0.270110314
15,Male,Caucasian,High School,0.359157275,21,No,None,No,Yes,No,Yes,0.438981741
18,Male,Asian,Bachelor's,1.490209236,15,No,Moderate,Yes,No,Yes,No,1.558059855
17,Female,African American,High School,10.20785443,2,No,High,Yes,Yes,No,No,3.680961344
17,Female,Other,Higher,19.38878751,16,No,Low,No,Yes,No,No,2.11058376
17,Male,Caucasian,Some College,13.86419084,8,No,Very High,No,Yes,Yes,No,3.291540841
17,Male,Asian,Some College,1.418323829,24,No,High,No,No,No,No,0.427763354
15,Male,Caucasian,Some College,3.787217516,2,No,High,No,No,No,No,2.846487469
15,Female,Caucasian,High School,15.42646286,19,No,High,Yes,No,Yes,Yes,1.772355433
16,Male,Caucasian,High School,16.8287952,28,Yes,Moderate,No,No,No,No,0.797517669
16,Male,Other,None,12.35389172,6,Yes,High,Yes,Yes,No,No,3.520931453
17,Female,Asian,Some College,12.88846339,17,No,Moderate,No,Yes,No,No,1.591365738
17,Female,Asian,Some College,0.566749008,11,No,High,Yes,No,No,No,1.864073652
17,Male,Other,Some College,16.57060519,18,Yes,High,No,Yes,No,No,2.411840622
16,Male,Caucasian,High School,15.76550416,15,No,High,No,No,No,No,2.137692088
18,Male,Caucasian,High School,5.180702882,21,No,High,No,No,No,No,1.07333339
18,Female,Caucasian,Some College,14.1735344,26,No,None,Yes,No,No,No,0.312479581
16,Male,Caucasian,Bachelor's,4.297092128,23,No,None,No,No,No,No,0.502226121
16,Male,Caucasian,Some College,0.806603221,16,No,High,No,No,Yes,No,1.490308897
16,Male,Caucasian,Some College,4.022730852,19,Yes,Low,Yes,No,No,No,0.876544106
16,Female,Caucasian,Some College,3.572577535,14,Yes,Moderate,Yes,Yes,No,No,2.051919032
16,Female,Caucasian,None,6.754959935,0,No,Moderate,Yes,No,No,No,3.294332437
16,Male,Caucasian,Higher,8.368989944,1,No,None,No,No,No,No,2.607839353
17,Male,Caucasian,Some College,10.17077783,7,No,None,No,No,No,No,2.207001981
17,Female,Other,High School,9.53507751,21,No,High,Yes,Yes,No,No,1.629355896
17,Female,Asian,Some College,5.413492119,24,No,High,No,No,No,No,0.493741135
17,Female,Other,High School,0.583413371,1,No,Moderate,No,Yes,Yes,No,3.204313181
16,Female,Caucasian,Higher,12.10203244,18,Yes,Very High,No,No,No,No,2.068111785
18,Female,Caucasian,High School,7.914896597,8,No,Low,Yes,No,No,Yes,2.281345006
15,Female,Asian,Some College,5.973443148,8,Yes,Low,No,Yes,No,No,2.482172408
16,Female,Caucasian,High School,17.33882086,12,No,High,Yes,No,Yes,No,2.622179002
15,Female,Caucasian,Some College,14.93486616,5,No,High,No,No,Yes,No,3.350591979
18,Female,Caucasian,Some College,17.15531097,29,No,Moderate,Yes,No,Yes,No,0.841175754
17,Male,Caucasian,Some College,9.899655894,14,No,Very High,Yes,No,Yes,No,2.371982915
18,Male,Caucasian,Some College,2.618625043,18,Yes,Very High,No,Yes,No,No,1.922591349
16,Male,Caucasian,Bachelor's,13.92442872,20,No,None,No,No,No,No,1.007517308
17,Female,African American,None,4.121475599,14,No,Low,Yes,No,No,No,1.55387334
16,Male,Caucasian,High School,8.824593382,17,No,High,No,No,No,No,1.247692796
